utterance,intent,entity_type,entity_value,start_offset,end_offset,category,tags
can i order from Dublin,delivery_options,delivery_city,Dublin,17,23,DELIVERY,BIQ
is it possible to order from Detroit,delivery_options,delivery_city,Detroit,29,36,DELIVERY,BIQ
can you help me see what shipment methods you offer?,delivery_options,,,,,DELIVERY,BILM
is it possible to order from Japan?,delivery_options,delivery_country,Japan,29,34,DELIVERY,BI
could I see what delivery options I have?,delivery_options,,,,,DELIVERY,BILMP
I am trying to see the methods for shipment,delivery_options,,,,,DELIVERY,BL
do you ship to Valencia?,delivery_options,delivery_city,Valencia,15,23,DELIVERY,BIL
shipemnts to Toronto,delivery_options,delivery_city,Toronto,13,20,DELIVERY,BLZ
deliveries to USA,delivery_options,delivery_country,USA,14,17,DELIVERY,B
is  it possible to place an order from Canada,delivery_options,delivery_country,Canada,39,45,DELIVERY,BIQZ
shipments to Liverpool,delivery_options,delivery_city,Liverpool,13,22,DELIVERY,BL
is it possible to order frolm Liverpool,delivery_options,delivery_city,Liverpool,30,39,DELIVERY,BIQZ
is it possible to order from Detroit?,delivery_options,delivery_city,Detroit,29,36,DELIVERY,BI
can you help me to see the options for shipment?,delivery_options,,,,,DELIVERY,BIL
shipping to Detroit,delivery_options,delivery_city,Detroit,12,19,DELIVERY,BL
do you shpi to Liverpool?,delivery_options,delivery_city,Liverpool,15,24,DELIVERY,BILZ
"I need to check what shipment options I have, how to do it?",delivery_options,,,,,DELIVERY,BCILM
I need to check what methods for delivery are available,delivery_options,,,,,DELIVERY,BLM
shipping to Philadelphia,delivery_options,delivery_city,Philadelphia,12,24,DELIVERY,BL
acn i order from Japan,delivery_options,delivery_country,Japan,17,22,DELIVERY,BIQZ
is it possible to see what shipping methods I can choose?,delivery_options,,,,,DELIVERY,BILM
I need help checking what shipping options I have,delivery_options,,,,,DELIVERY,BLM
deliveies to Liverpool,delivery_options,delivery_city,Liverpool,13,22,DELIVERY,BZ
shipments to Detroit,delivery_options,delivery_city,Detroit,13,20,DELIVERY,BL
is it possible to order from Finland?,delivery_options,delivery_country,Finland,29,36,DELIVERY,BI
do you deliver to Dublin?,delivery_options,delivery_city,Dublin,18,24,DELIVERY,BI
can i place an order from Seattle,delivery_options,delivery_city,Seattle,26,33,DELIVERY,BIQ
help me to see what shipping options are available,delivery_options,,,,,DELIVERY,BLM
do you ship to Philadelphia?,delivery_options,delivery_city,Philadelphia,15,27,DELIVERY,BIL
help checking what delivery methods I have,delivery_options,,,,,DELIVERY,BLM
can I place an order from Munich?,delivery_options,delivery_city,Munich,26,32,DELIVERY,BI
I have a problem with the shipment options,delivery_options,,,,,DELIVERY,BL
"I need to see what shipment methods are available, help me",delivery_options,,,,,DELIVERY,BCLM
do you deliver to Liverpool?,delivery_options,delivery_city,Liverpool,18,27,DELIVERY,BI
I have got to check the shipment options,delivery_options,,,,,DELIVERY,BL
can i order from Mexico,delivery_options,delivery_country,Mexico,17,23,DELIVERY,BIQ
do you deliver to Toronto?,delivery_options,delivery_city,Toronto,18,25,DELIVERY,BI
can I order from Munich?,delivery_options,delivery_city,Munich,17,23,DELIVERY,BI
acn I order from Liverpool?,delivery_options,delivery_city,Liverpool,17,26,DELIVERY,BIZ
"I want to see the shipping options, could you help me?",delivery_options,,,,,DELIVERY,BCILP
is it possible to place an order from Finland?,delivery_options,delivery_country,Finland,38,45,DELIVERY,BI
I try to check what shipping options I can choose,delivery_options,,,,,DELIVERY,BLM
can i order from USA,delivery_options,delivery_country,USA,17,20,DELIVERY,BIQ
do you deliver to Munich?,delivery_options,delivery_city,Munich,18,24,DELIVERY,BI
how can I get information about the options for shipping?,delivery_options,,,,,DELIVERY,BIL
is  it possible to place an order from Japan,delivery_options,delivery_country,Japan,39,44,DELIVERY,BIQZ
shipping to Dublin,delivery_options,delivery_city,Dublin,12,18,DELIVERY,BL
I am trying to check what delivery options are there,delivery_options,,,,,DELIVERY,BLM
I need to see the delivery methods,delivery_options,,,,,DELIVERY,BL
shipments to USA,delivery_options,delivery_country,USA,13,16,DELIVERY,BL
I have got to check what bloody shipment options you offer,delivery_options,,,,,DELIVERY,BLMW
I don't know how to check the shipment options,delivery_options,,,,,DELIVERY,BL
do you shpi to Dublin?,delivery_options,delivery_city,Dublin,15,21,DELIVERY,BILZ
is it possible to place an order from Dublin,delivery_options,delivery_city,Dublin,38,44,DELIVERY,BIQ
do udeliver to Japan,delivery_options,delivery_country,Japan,15,20,DELIVERY,BIQ
is it possible to place a fucking order from Japan,delivery_options,delivery_country,Japan,45,50,DELIVERY,BIQW
how can I check what shipment methods you offer?,delivery_options,,,,,DELIVERY,BILM
shipping to Seattle,delivery_options,delivery_city,Seattle,12,19,DELIVERY,BL
where do I see what options for delivery are there?,delivery_options,,,,,DELIVERY,BILM
shipments to  Hungary,delivery_options,delivery_country,Hungary,14,21,DELIVERY,BLZ
deliveries to Detroit,delivery_options,delivery_city,Detroit,14,21,DELIVERY,B
can you tell me about the options for shipment?,delivery_options,,,,,DELIVERY,BIL
assistance checking what methods for delivery are there,delivery_options,,,,,DELIVERY,BLM
do you deliver to USA?,delivery_options,delivery_country,USA,18,21,DELIVERY,BI
could I see what methods for delivery are there?,delivery_options,,,,,DELIVERY,BILMP
would itr be possible to place a damn order from Munich,delivery_options,delivery_city,Munich,49,55,DELIVERY,BIPQWZ
deliveries to Toronto,delivery_options,delivery_city,Toronto,14,21,DELIVERY,B
can you help me to check what shipment options you offer?,delivery_options,,,,,DELIVERY,BILM
is it possible to place an order from Seattle,delivery_options,delivery_city,Seattle,38,45,DELIVERY,BIQ
do you deliver to Mexico?,delivery_options,delivery_country,Mexico,18,24,DELIVERY,BI
do you shpi to Philadelphia?,delivery_options,delivery_city,Philadelphia,15,27,DELIVERY,BILZ
do you ship to Liverpool?,delivery_options,delivery_city,Liverpool,15,24,DELIVERY,BIL
do ya ship to Toronto,delivery_options,delivery_city,Toronto,14,21,DELIVERY,BILQ
do you deliver to Japan?,delivery_options,delivery_country,Japan,18,23,DELIVERY,BI
is it possible to place an order from Hungary,delivery_options,delivery_country,Hungary,38,45,DELIVERY,BIQ
do you ship to Dublin?,delivery_options,delivery_city,Dublin,15,21,DELIVERY,BIL
do you ship to Seattle?,delivery_options,delivery_city,Seattle,15,22,DELIVERY,BIL
"I need to see what delivery options are there, how to do it?",delivery_options,,,,,DELIVERY,BCILM
is it posible to place an order from Munich,delivery_options,delivery_city,Munich,37,43,DELIVERY,BIQZ
is it possible to see what shipment options I have?,delivery_options,,,,,DELIVERY,BILM
help to see what methods for delivery I can choose,delivery_options,,,,,DELIVERY,BLM
I need assistance to see what options for delivery I have,delivery_options,,,,,DELIVERY,BLM
do ya ship to Dublin,delivery_options,delivery_city,Dublin,14,20,DELIVERY,BILQ
is it possible to place an order from Toronto,delivery_options,delivery_city,Toronto,38,45,DELIVERY,BIQ
can i place an order from USA,delivery_options,delivery_country,USA,26,29,DELIVERY,BIQ
is  it possible to place an order from USA,delivery_options,delivery_country,USA,39,42,DELIVERY,BIQZ
do uudeliver to Liverpool,delivery_options,delivery_city,Liverpool,16,25,DELIVERY,BIQZ
is it possible to place an order from Philadelphia,delivery_options,delivery_city,Philadelphia,38,50,DELIVERY,BIQ
could you help me check what delivery methods you offer?,delivery_options,,,,,DELIVERY,BILMP
shippinh to Seattle,delivery_options,delivery_city,Seattle,12,19,DELIVERY,BLZ
do udeliver to Valencia,delivery_options,delivery_city,Valencia,15,23,DELIVERY,BIQ
see the available shipment methods,delivery_options,,,,,DELIVERY,BL
shippoing to Hungary,delivery_options,delivery_country,Hungary,13,20,DELIVERY,BLZ
is it possible to order frolm Valencia,delivery_options,delivery_city,Valencia,30,38,DELIVERY,BIQZ
is it possible to order from Valencia?,delivery_options,delivery_city,Valencia,29,37,DELIVERY,BI
"I would like to see the shipping methods, can you help me?",delivery_options,,,,,DELIVERY,BCILP
can i place an oorder from Liverpool,delivery_options,delivery_city,Liverpool,27,36,DELIVERY,BIQZ
is it possible to order frolm Munich,delivery_options,delivery_city,Munich,30,36,DELIVERY,BIQZ
I need help to see the methods for delivery,delivery_options,,,,,DELIVERY,BL
do uxeliver to USA,delivery_options,delivery_country,USA,15,18,DELIVERY,BIQZ
shipping to USA,delivery_options,delivery_country,USA,12,15,DELIVERY,BL
shipments to Mexico,delivery_options,delivery_country,Mexico,13,19,DELIVERY,BL
is it possible to order from Mexico,delivery_options,delivery_country,Mexico,29,35,DELIVERY,BIQ
do you ship to Munich?,delivery_options,delivery_city,Munich,15,21,DELIVERY,BIL
is it possible to place an order from USA?,delivery_options,delivery_country,USA,38,41,DELIVERY,BI
I am calling to check what shipping options I have,delivery_options,,,,,DELIVERY,BLM
can I place an order from Finland ?,delivery_options,delivery_country,Finland,26,33,DELIVERY,BIZ
do you ship to Mexico ?,delivery_options,delivery_country,Mexico,15,21,DELIVERY,BILZ
where could I see what shipment methods I can choose?,delivery_options,,,,,DELIVERY,BILMP
wuld it be possible to place an order from Seattle,delivery_options,delivery_city,Seattle,43,50,DELIVERY,BIPQZ
help to see what delivery options I have,delivery_options,,,,,DELIVERY,BLM
deliveries to Valencia,delivery_options,delivery_city,Valencia,14,22,DELIVERY,B
acn i order from Canada,delivery_options,delivery_country,Canada,17,23,DELIVERY,BIQZ
is it possible to order from Munich,delivery_options,delivery_city,Munich,29,35,DELIVERY,BIQ
can I place an order from Toronto?,delivery_options,delivery_city,Toronto,26,33,DELIVERY,BI
do udeliver to Dublin,delivery_options,delivery_city,Dublin,15,21,DELIVERY,BIQ
is it possible to place an order from Liverpool,delivery_options,delivery_city,Liverpool,38,47,DELIVERY,BIQ
do you ship to Hungary?,delivery_options,delivery_country,Hungary,15,22,DELIVERY,BIL
how to see what delivery options I have?,delivery_options,,,,,DELIVERY,BILM
shipments to Toronto,delivery_options,delivery_city,Toronto,13,20,DELIVERY,BL
can I place an order from Dublin?,delivery_options,delivery_city,Dublin,26,32,DELIVERY,BI
where can I see what damn shipment options you offer?,delivery_options,,,,,DELIVERY,BILMW
is it possible to order from  Japan?,delivery_options,delivery_country,Japan,30,35,DELIVERY,BIZ
can I order from Valencia?,delivery_options,delivery_city,Valencia,17,25,DELIVERY,BI
is it possible ot order from Liverpool?,delivery_options,delivery_city,Liverpool,29,38,DELIVERY,BIZ
do ya ship to Liverpool,delivery_options,delivery_city,Liverpool,14,23,DELIVERY,BILQ
is it possible to place an order from Japan,delivery_options,delivery_country,Japan,38,43,DELIVERY,BIQ
do udeliver to Toronto,delivery_options,delivery_city,Toronto,15,22,DELIVERY,BIQ
I want assistance seeing what shipping methods I can choose,delivery_options,,,,,DELIVERY,BLM
shipping to Finland,delivery_options,delivery_country,Finland,12,19,DELIVERY,BL
"I have to see the methods for shipment, can you help me?",delivery_options,,,,,DELIVERY,BCIL
do you deliver to Detroit?,delivery_options,delivery_city,Detroit,18,25,DELIVERY,BI
I need help to see what shipment methods are available,delivery_options,,,,,DELIVERY,BLM
check options for delivery,delivery_options,,,,,DELIVERY,BK
shipping to Liverpool,delivery_options,delivery_city,Liverpool,12,21,DELIVERY,BL
"I have to see the methods for shipping, can you help me?",delivery_options,,,,,DELIVERY,BCIL
acn i order from Hungary,delivery_options,delivery_country,Hungary,17,24,DELIVERY,BIQZ
is ti possible to place an order from Seattle?,delivery_options,delivery_city,Seattle,38,45,DELIVERY,BIZ
is it possible to place a order from Canada?,delivery_options,delivery_country,Canada,37,43,DELIVERY,BIZ
do you ship to Finland?,delivery_options,delivery_country,Finland,15,22,DELIVERY,BIL
how do I check what delivery methods I can choose?,delivery_options,,,,,DELIVERY,BILM
could I check what shipment options are there?,delivery_options,,,,,DELIVERY,BILMP
deliveries to Dublin,delivery_options,delivery_city,Dublin,14,20,DELIVERY,B
is it posible to place an order from Detroit,delivery_options,delivery_city,Detroit,37,44,DELIVERY,BIQZ
what options for shipping can I choose?,delivery_options,,,,,DELIVERY,BILM
is it possible to place an order from Seattle?,delivery_options,delivery_city,Seattle,38,45,DELIVERY,BI
I want help to see the methods for shipping,delivery_options,,,,,DELIVERY,BL
I do not know how to check what shipping methods I have,delivery_options,,,,,DELIVERY,BELM
do you ship to Japan?,delivery_options,delivery_country,Japan,15,20,DELIVERY,BIL
can i place an order from Hungary,delivery_options,delivery_country,Hungary,26,33,DELIVERY,BIQ
I do not know how to see what shipping methods are there,delivery_options,,,,,DELIVERY,BELM
"I am looking for the shipping options, I need help",delivery_options,,,,,DELIVERY,BCEL
